id,title,option_1,option_2,option_3,option_4,answer,section_id
395,9 men can do a work in 12 days working 4 hours a day. In how many days can 6 men do the same work; working 8 hours a day?,18,9,10,8,9,3
396,Rohit and Rohan can complete a work in 12 days and 6 days respectively. How much time will they take when working together?,4,3,5,2,4,3
397,Sita and Sinu together can do a work in 50 days. With the help of Smitha; they completed the work in 6 days and earn Rs.250. What is the share of Sinu if Sita alone can do the work in 100 days?,Rs 15,Rs 18,Rs 20,Rs 25,Rs 15,3
398,A and B can do a work in 60 days; B and C can do it in 120 days; A and C can do it in 80 days. In what time A alone can do the work?,100,90,80,70,90,3
399, Renu can do a piece of work in 6 days; but with the help of her friend Suma ; she can do it in 4 days. In what time Suma can do it alone?,10,12,14,15,12,3
400,A can finish a work in 20 days; B in 15 days and C in 12 days. B and C start the work but are forced to leave after 2 days. The remaining work was done by A in :,10,11,13,14,14,3
401,Anu can do a work in 6 days and Binu alone in 9 days. Anu and Binu undertook to do it for Rs.4500. With help of Minu; they completed the work in 3 days. How much is to be paid to Minu and Anu?,"Rs.750, Rs.2250","Rs.2000, Rs.750","Rs.750, Rs.2000","Rs.800, Rs.1250","Rs.750, Rs.2250",3
402,Ram; Krish and Bhim can complete a work in 30 days. If Ram and Krish together can complete the same work in 40 days; then how long will Bhim take to complete it?,60,80,100,120,120,3
403,3 workers transfer a tool weighing 120kg in 12 seconds. How many men are required to transfer it in 9 seconds?,4,5,6,8,4,3
404,There is enough provisions for 600 men in an army camp for 25 days. If there were 300 men less; how long will the provision last?,35 days,40 days,45 days,50 days,50 days,3
405,2 men and 4 boys can complete a work in 4 days. 5 men and 6 boys can complete the same work in 3 days. The work done by 2 boys is equal to the work of how many men?,4,5,6,7,5,3
406,A is twice as good a workman as B and together they complete a work in 12 days. In how many days A alone can do the work?,32,34,35,36,36,3
407,Two pipes can fill a tank in 12 minutes and 20 minutes respectively. Both pipes are opened together and after some time the first pipe is closed and the tank is full in totally 10 minutes. For how many minutes was first pipe open?,8 mins,6 mins,7mins,10 mins,6 mins,3
408,Two pipes can fill a tank in 15 minutes and 12 minutes. The outlet pipe can empty the tank in 20 minutes. If all the pipes are opened when; the tank is empty; then in how many minutes will it take to fill the tank?,12,13,11,10,10,3
409,Pipe A can fill a tank in 12 hours. Due to a leak at the bottom it takes 20 hours to fill the tank. In what time the leak alone can empty the full tank?,18 hours,23 hours,28 hours,30 hours,30 hours,3
410,"In a race of 200 m, A can beat B by 31 m and C by 18 m. In a race of 350 m, C will beat B by:",22.5,25,15,30,25,3
411,A can run 22.5 m while B runs 25 m. In a kilometre race B beats A by:,100m,300m,225m,120m,100m,3
412,In a 300 m race A beats B by 22.5 m or 6 seconds. B's time over the course is:,80sec,70sec,60sec,50sec,80 sec,3
413,"In a 100 m race, A can beat B by 25 m and B can beat C by 4 m. In the same race, A can beat C by:",28m,30m,32m,26m,28m,3
414,An accurate clock shows 8 o'clock in the morning. Through how may degrees will the hour hand rotate when the clock shows 2 o'clock in the afternoon?,100 degree,120 degree,150 degree,180 degree,180 degree,3
415,"A clock is started at noon. By 10 minutes past 5, the hour hand has turned through:",100 degree,155 degree,200 degree,300 degree,155 degree,3
416,"The angle between the minute hand and the hour hand of a clock when the time is 4.20, is:",10 degree,5 degree,30 degree,20 degree,10 degree,3
417,"At 3:40, the hour hand and the minute hand of a clock form an angle of:",130 degree,120 degree,40 degree,50 drgree,130 drgree,3
418,How many times are the hands of a clock at right angle in a day?,20,44,55,69,44,3
419,"The angle between the minute hand and the hour hand of a clock when the time is 8.30, is:",75 degree,80 degree,90 degree,55 degree,75 degree,3
420,"How many times in a day, are the hands of a clock in straight line but opposite in direction?",22,44,55,66,22,3
421,How many times do the hands of a clock coincide in a day?,22,88,66,55,22,3
422,"It was Sunday on Jan 1, 2006. What was the day of the week Jan 1, 2010?",Sunday,Saturday,Friday,Wednesday,Friday,3
423,"What was the day of the week on 28th May, 2006?",Tuesday,Monday,Sunday,Saturday,Sunday,3
424,"What was the day of the week on 17th June, 1998?",Wednesday,Friday,Tuesday,Monday,Wednesday,3
425,"What will be the day of the week 15th August, 2010?",Sunday,Tuesday,Wednesday,Monday,Sunday,3
426,"Today is Monday. After 61 days, it will be:",Saturday,Sunday,Wednesday,Tuesday,Saturday,3
427,"If 6th March, 2005 is Monday, what was the day of the week on 6th March, 2004?",Sunday,Wednesday,Tuesday,Monday,Sunday,3
428,The last day of a century cannot be,Wednesday,Tuesday,Sunday,Monday,Tuesday,3
429,Which of the following is not a leap year?,700,800,1200,2000,700,3
430,The calendar for the year 2007 will be the same for the year:,2018,2016,2014,2000,2018,3
431,The sum of ages of 5 children born at the intervals of 3 years each is 50 years. What is the age of the youngest child?,4 years,5 years,6 years,None of these,4 years,3
432,"A father said to his son, ""I was as old as you are at the present at the time of your birth"". If the father's age is 38 years now, the son's age five years back was:",14 years,5 years,10 years,None of these,14 years,3
433,"A is two years older than B who is twice as old as C. If the total of the ages of A, B and C be 27, the how old is B?",10,9,8,7,10,3
434,"Present ages of Sameer and Anand are in the ratio of 5 : 4 respectively. Three years hence, the ratio of their ages will become 11 : 9 respectively. What is Anand's present age in years?",55,Cannot be determined,None of these,24,24,3
435,"A man is 24 years older than his son. In two years, his age will be twice the age of his son. The present age of his son is:",22,69,44,55,22,3
436,"Six years ago, the ratio of the ages of Kunal and Sagar was 6 : 5. Four years hence, the ratio of their ages will be 11 : 10. What is Sagar's age at present?",16 years,15 years,19 years,25 years,16 years,3
437,"The sum of the present ages of a father and his son is 60 years. Six years ago, father's age was five times the age of the son. After 6 years, son's age will be:",20 years,15 years,19 years,25 years,20 years,3
438,"At present, the ratio between the ages of Arun and Deepak is 4 : 3. After 6 years, Arun's age will be 26 years. What is the age of Deepak at present ?",15 years,20 years,19 years,25 years,15 years,3
439,"Find the greatest number that will divide 43, 91 and 183 so as to leave the same remainder in each case.",4,6,7,8,4,3
440,The H.C.F. of two numbers is 23 and the other two factors of their L.C.M. are 13 and 14. The larger of the two numbers is:,322,876,678,555,322,3
441,"Six bells commence tolling together and toll at intervals of 2, 4, 6, 8 10 and 12 seconds respectively. In 30 minutes, how many times do they toll together ?",4,16,69,65,16,3
442,"Let N be the greatest number that will divide 1305, 4665 and 6905, leaving the same remainder in each case. Then sum of the digits in N is:",4,5,6,8,4,3
443,"The greatest number of four digits which is divisible by 15, 25, 40 and 75 is:",9600,8905,777,4677,9600,3
444,"The product of two numbers is 4107. If the H.C.F. of these numbers is 37, then the greater number is:",87,111,67,456,111,3
445,Three number are in the ratio of 3 : 4 : 5 and their L.C.M. is 2400. Their H.C.F. is:,30,40,89,76,40,3
446,"The G.C.D. of 1.08, 0.36 and 0.9 is:",0.18,1.2,0.1,9.89,0.18,3
447,The product of two numbers is 2028 and their H.C.F. is 13. The number of such pairs is:,8,6,2,5,2,3
448,"The least multiple of 7, which leaves a remainder of 4, when divided by 6, 9, 15 and 18 is:",23,789,364,67,364,3
449,"Find the lowest common multiple of 24, 36 and 40.",457,360,879,690,360,3
450,"The least number which should be added to 2497 so that the sum is exactly divisible by 5, 6, 4 and 3 is:",2,67,55,23,23,3
451,"The least number which when divided by 5, 6 , 7 and 8 leaves a remainder 3, but when divided by 9 leaves no remainder, is:",2341,5680,1683,3457,1683,3
452,"	
The H.C.F. of two numbers is 11 and their L.C.M. is 7700. If one of the numbers is 275, then the other is:",308,111,453,678,308,3
453,"What will be the least number which when doubled will be exactly divisible by 12, 18, 21 and 30 ?",789,456,230,630,630,3
454,The ratio of two numbers is 3 : 4 and their H.C.F. is 4. Their L.C.M. is:,48,23,76,55,48,3
455,"The smallest number which when diminished by 7, is divisible 12, 16, 18, 21 and 28 is:",1067,1015,3450,2398,1015,3
456,"The greatest possible length which can be used to measure exactly the lengths 7 m, 3 m 85 cm, 12 m 95 cm is:",32cm,46cm,55cm,35cm,35cm,3
457,Three numbers which are co-prime to each other are such that the product of the first two is 551 and that of the last two is 1073. The sum of the three numbers is:,85,75,45,23,85,3
458,Find the highest common factor of 36 and 84.,12,78,56,34,12,3
459,"The least number, which when divided by 12, 15, 20 and 54 leaves in each case a remainder of 8 is:",548,67,89,678,548,3
460,"The greatest number which on dividing 1657 and 2037 leaves remainders 6 and 5 respectively, is:",34,78,127,54,127,3
461,Which of the following has the most number of divisors?,176,45,67,789,176,3
462,The L.C.M. of two numbers is 48. The numbers are in the ratio 2 : 3. Then sum of the number is:,89,67,40,54,40,3
463,"A boat can travel with a speed of 13 km/hr in still water. If the speed of the stream is 4 km/hr, find the time taken by the boat to go 68 km downstream.",4 hours,5 hours,8 hours,7 houes,4 hours,3
464,"A motorboat, whose speed in 15 km/hr in still water goes 30 km downstream and comes back in a total of 4 hours 30 minutes. The speed of the stream (in km/hr) is:",5,8,9,4,5,3
465,Find the one which does not belong to that group ?,4,3,5,9,4,3
466,Find the one which does not belong to that group ?,27,37,47,67,27,3
467,Find the one which does not belong to that group ?,36,16,64,4,36,3
468,What percent is 2 minutes 24 seconds of an hour?,6%,2%,4%,8%,4%,3
469,Adding 20% of x to x is equivalent to multiplying x by which of the following?,12.5,1.05,1.15,1.2,1.2,3
470,The salary of all officers is increased twice successively by 20%. What is the net percentage increase in their salaries?,20%,40%,21%,44%,44%,3
471,In an examination it is necessary for a candidate to get 45 % of the maximum marks to pass. A candidate who gets 180 marks; fails by 45 marks. Find the maximum marks.,450,600,500,550,500,3
472,The population of a town increase annually by 20% . If the present population is 2;00;000; then what is the difference in population after two years and three years,"63,250","48,800","60,800","57,600","57,600",3
473,Population of a city decreases by 10% at the end of first year and increases by 10% at the end of second year and again decreases by 10% at the end of third year. If the population of the city at the end of third year is 4455; then what was the population of the city at the beginning of the first year?,5000,4500,4950,1000,5000,3
474,In an exam 80% of the boys and 40% of the girls passed. The number of girls who passed is 120; which is 2/3rd of the number of boys who failed. What is the total number of students who appeared for the exam?,1200,380,3800,2180,1200,3
475,The population of cities A and B is equal. The population of city A increases in two successive years by 20% and 15% respectively and that of city B increases successively by 20% and 10% respectively. If the difference in the population of two cities after 2 years is 768; then what was the total population of the two cities initially?,"12,800","26,500","24,600","25,600","25,600",3
476,What quantity of water should be added to reduce 5 litres of 45% acidic liquid to 25% acidic liquid?,3 liters,2 liters,4 liters,4.5 liters,4 liters,3
477,A; B; and C contest an election from a particular constituency. A and B together got 50% more votes than C. The vote share of A and C together is 30 percentage points more than the vote share of B. Who won the election?,A,B,C,Cannot be determined,C,3
478,In an examination amar got 8% less than the pass mark and mohan got 20% more than the pass mark. If the difference between the percentage of their mark is 14; then what is the pass percentage,40%,50%,60%,Cannot be determined,50%,3
479,The salaries of A and B together is Rs. 14;000. A spend 80% of his salary and B spends 85% of his salary. What is the salary of B if their savings are equal?,Rs 6000,RS 8000,Rs 7500,Rs 6500,RS 8000,3
480,A sum of Rs. 395 was divided among A; B; and C in such a way that B gets 25% more than A and 20% more than C. What is the share of A?,Rs 185,RS 190,Rs 98,Rs 120,Rs 120,3
481,Three times a number is 20% more than twice another number when increased by 105. If twice the first number increased by 36 is 20% less than three times of the second number; then what is the first number?,150,162,180,None of these,162,3
482,If 5 women or 8 girls can do a work in 84 days. In how many days can 10 women and 5 girls can do the same work?,32 days,48 days,52 days,38 days,32 days,3
483,If 34 men completed 2/5th of a work in 8 days working 9 hours a day. How many more man should be engaged to finish the rest of the work in 6 days working 9 hours a day?,89,98,102,142,102,3
484,If 9 men working 6 hours a day can do a work in 88 days. Then 6 men working 8 hours a day can do it in how many days?,89 days,90 days,85 days,99 days,99 days,3
485,A is twice as good a workman as B and together they finish a piece of work in 18 days. In how many days will A alone finish the work?,31 days,25 days,27 days,29 days,27 days,3
486,"Worker A takes 8 hours to do a job. Worker B takes 10 hours to do the same job. How long it take both A & B, working together but independently, to do the same job?",40/9 days,40/7 days,7.5 days,8.5 days,40/9 days,3
487,A can do a piece of work n 7 days of 9 hours each and B alone can do it in 6 days of 7 hours each. How long will they take to do it working together 8 2/5 hours a day?,3,4,5,6,3,3
488,Find the one which does not belong to that group ?,36,49,81,64,49,3
489,A can do a piece of work in 80 days. He works at it for 10 days & then B alone finishes the remaining work in 42 days. In how much time will A and B; working together; finish the work?,23 days,25 days,30 days,33 days,30 days,3
490,In each of the following questions a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces.2; 7; 14; 23; ?; 47,31,28,34,38,34,3
491,In each of the following questions a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces. 4; 6; 12; 14; 28; 30; ? ,32,64,62,60,60,3
492,In each of the following questions a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces,57,70,63,75,57,3
493,In each of the following questions a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces 11; 13; 17; 19; 23; 29; 31; 37; 41; ? ,43,47,51,53,43,3
494,In each of the following questions a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces 15; 31; 63; 127; 255; ? ,513,511,523,517,511,3
495,In each of the following questions a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces 5; 11; 17; 25; 33; 43; ? ,49,51,52,53,53,3
496,In each of the following questions a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces 9; 12; 11; 14; 13; ?;15 ,12,16,10,17,16,3
497,In each of the following questions a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces 0.5; 0.55; 0.65; 0.8; ? ,0.7,0.9,0.95,1,1,3
498,In each of the following questions a number series is given with one term missing. Choose the correct alternative that will continue the same pattern and fill in the blank spaces1; 4; 9; 16; 25; ?,35,36,48,49,36,3
499,"A man purchased a cow for Rs. 3000 and sold it the same day for Rs. 3600, allowing the buyer a credit of 2 years. If the rate of interest be 10% per annum, then the man has a gain of:",10%,15%,60%,10%,0%,3
500,The true discount on Rs. 2562 due 4 months hence is Rs. 122. The rate percent is:,15%,20%,49%,50%,15%,3
501,"A trader owes a merchant Rs. 10,028 due 1 year hence. The trader wants to settle the account after 3 months. If the rate of interest 12% per annum, how much cash should he pay?",Rs9200,Rs2000,Rs7000,Rs4000,Rs9200,3
502,"If Rs. 10 be allowed as true discount on a bill of Rs. 110 due at the end of a certain time, then the discount allowed on the same sum due at the end of double the time is:",Rs18.33,Rs10.33,Rs30,Rs20,Rs18.33,3
503,The true discount on a bill due 9 months hence at 16% per annum is Rs. 189. The amount of the bill is:,Rs. 1764,Rs. 4764,Rs. 3764,Rs. 2000,Rs. 1764,3
504,"A man buys a watch for Rs. 1950 in cash and sells it for Rs. 2200 at a credit of 1 year. If the rate of interest is 10% per annum, the man:",gains Rs50,gains Rs70,gains Rs80,gains Rs90,gains Rs50,3
505,"From a group of 7 men and 6 women, five persons are to be selected to form a committee so that at least 3 men are there on the committee. In how many ways can it be done?",347,670,756,450,756,3
506,In how many different ways can the letters of the word 'LEADING' be arranged in such a way that the vowels always come together?,720,670,400,300,720,3
507,Which of the following statements is not correct?,log10 10 = 1,log (2 + 3) = log (2 x 3),log (1 + 2 + 3) = log 1 + log 2 + log 3,log10 1 = 0,log (2 + 3) = log (2 x 3),3
508,"If log 2 = 0.3010 and log 3 = 0.4771, the value of log5 512 is:",3.876,3.912,2.234,1.765,3.876,3
509,"If log 27 = 1.431, then the value of log 9 is:",0.969,0.954,0.958,0.945,0.954,3
510,The value of log2 16 is:,8,2,4,16,8,3
511,"Ten years ago, P was half of Q's age. If the ratio of their present ages is 3:4, what will be the total of their present ages?",35,24,40,45,35,3
512,"Father is aged three times more than his son Sunil. After 8 years, he would be two and a half times of Sunil's age. After further 8 years, how many times would he be of Sunil's age?",4,2,5,6,2,3
513,"A man is 24 years older than his son. In two years, his age will be twice the age of his son. What is the present age of his son?",22 years,23 years,21 years,50 years,22 years,3
514,"Present ages of Kiran and Syam are in the ratio of 5 : 4 respectively. Three years hence, the ratio of their ages will become 11 : 9 respectively. What is Syam's present age in years?",24,21,34,55,24,3
515,The sum of ages of 5 children born at the intervals of 3 years each is 50 years. Find out the age of the youngest child?,2 years,3 years,4 years,1 year,4years,3
516,"A is two years older than B who is twice as old as C. The total of the ages of A, B and C is 27. How old is B?",10,8,7,5,10,3
517,The average age of a class of 22 students is 21 years. The average increased by 1 when the teacher's age also included. What is the age of the teacher?,44,40,67,55,44,3
518,"A father said to his son, ""I was as old as you are at the present at the time of your birth"". If the father's age is 38 years now, what was the son's age five years back?",14 years,13 years,17 years,19 years,14 years,3
519,"The sum of the present ages of a son and his father is 60 years. Six years ago, father's age was five times the age of the son. After 6 years, what will be son's age?",23 years,25 years,30 years,20 years,20 years,3
520,"Kiarn is younger than Bineesh by 7 years and their ages are in the respective ratio of 7 : 9, how old is Kiran?",24.5,26,28,21,24.5,3
521,An error 2% in excess is made while measuring the side of a square. What is the percentage of error in the calculated area of the square?,4.04 %,5.03 %,6.05 %,7.07 %,4.04 %,3
522,A rectangular park 60 m long and 40 m wide has two concrete crossroads running in the middle of the park and rest of the park has been used as a lawn. The area of the lawn is 2109 sq. m. what is the width of the road?,3m,4m,6m,5m,3m,3
523,"If the length of a rectangle is halved and its breadth is tripled, what is the percentage change in its area?",50% increase,30% increase,25 % Decrease,35 % Decrease,50% increase,3
524,"A person walked diagonally across a square plot. Approximately, what was the percent saved by not walking along the edges?",30 %,10 %,20 %,40 %,30 %,3
525,"A rectangular field has to be fenced on three sides leaving a side of 20 feet uncovered. If the area of the field is 680 sq. feet, how many feet of fencing will be required?",33,88,55,66,88,3
526,"A rectangular parking space is marked out by painting three of its sides. If the length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet, find out the area of the parking space in square feet?",126 sq. ft.,130 sq. ft,122 sq. ft,102 sq. ft,126 sq. ft.,3
527,"The area of a rectangle plot is 460 square metres. If the length is 15% more than the breadth, what is the breadth of the plot?",20 m,25m,40m,30m,20m,3
528,A large field of 700 hectares is divided into two parts. The difference of the areas of the two parts is one-fifth of the average of the two areas. What is the area of the smaller part in hectares?,315,225,360,430,315,3
529,The length of a room is 5.5 m and width is 3.75 m. What is the cost of paying the floor by slabs at the rate of Rs. 800 per sq. metre.,Rs.16500.,Rs.12000.,Rs.17500.,Rs.26500.,Rs.16500.,3
530,"The length of a rectangle is twice its breadth. If its length is decreased by 5 cm and breadth is increased by 5 cm, the area of the rectangle is increased by 75 sq.cm. What is the length of the rectangle?",40 cm,45 cm,80 cm,70 cm,40 cm,3
531,A room 5m 44cm long and 3m 74cm broad needs to be paved with square tiles. What will be the least number of square tiles required to cover the floor?,176,189,145,123,176,3
532,"The length of a rectangular plot is 20 metres more than its breadth. If the cost of fencing the plot @Rs. 26.50 per metre is Rs. 5300, what is the length of the plot in metres?",60m,40m,30m,50m,60m,3
533,"Two ships are sailing in the sea on the two sides of a lighthouse. The angle of elevation of the top of the lighthouse is observed from the ships are 30º and 45º respectively. If the lighthouse is 100 m high, the distance between the two ships is:",273,145,250,345,273,3
534,"A man standing at a point P is watching the top of a tower, which makes an angle of elevation of 30º with the man's eye. The man walks some distance towards the tower to watch its top and the angle of the elevation becomes 45º. What is the distance between the base of the tower and the point P?",34,Data inadequate,2,9,Data inadequate,3
535,"From a point P on a level ground, the angle of elevation of the top tower is 30º. If the tower is 200 m high, the distance of point P from the foot of the tower is:",346,456,543,324,346,3
536,"The angle of elevation of the sun, when the length of the shadow of a tree is equal to the height of the tree, is:",45,None of these,56,60,45,3
537,"An observer 2 m tall is 
10
√
3
103 m away from a tower. The angle of elevation from his eye to the top of the tower is 30º. The height of the tower is:",12m,45m,23m,30m,12m,3
538,The angle of elevation of a ladder leaning against a wall is 60º and the foot of the ladder is 12.4 m away from the wall. The length of the ladder is:,24.8 m,44.8 m,34.8 m,26.8 m,24.8 m,3
539,The top of a 15 metre high tower makes an angle of elevation of 60° with the bottom of an electronic pole and angle of elevation of 30° with the top of the pole. What is the height of the electric pole?,10m,15m,20m,30m,10m,3
540,A man takes 5 hours 45 min in walking to a certain place and riding back. He would have gained 2 hours by riding both ways. The time he would take to walk both ways is,9 hrs 45 min,7 hrs 45 min,8 hrs 45 min,10 hrs 45 min,7 hrs 45 min,3
541,A person crosses a 600 m long street in 5 minutes. What is his speed in km per hour?,7.2,6.1,7.5,4.3,7.2,3
542,"Excluding stoppages, the speed of a bus is 54 kmph and including stoppages, it is 45 kmph. For how many minutes does the bus stop per hour?",10,14,13,15,10,3
543,A man complete a journey in 10 hours. He travels first half of the journey at the rate of 21 km/hr and second half at the rate of 24 km/hr. Find the total journey in km.,220,224,238,245,224,3
544,A car traveling with 5/7 of its actual speed covers 42 km in 1 hr 40 min 48 sec. What is the actual speed of the car?,35 km/hr,30 km/hr,45 km/hr,75 km/hr,35 km/hr,3
545,"A man covered a certain distance at some speed. If he had moved 3 kmph faster, he would have taken 40 minutes less. If he had moved 2 kmph slower, he would have taken 40 minutes more. What is the the distance in km?",40,50,30,78,40,3
546,"A and B walk around a circular track. A and B walk at a speed of 2 rounds per hour and 3 rounds per hour respectively. If they start at 8 a.m. from the same point in opposite directions, how many times shall they cross each other before 9.30 a.m.?",7,8,6,5,7,3
547,Two boys starts from the same place walking at the rate of 5 kmph and 5.5 kmph respectively in the same direction. What time will they take to be 8.5 km apart?,17hr,2hr,23hr,12hr,17hr,3
548,A can run 224 metre in 28 seconds and B in 32 seconds. By what distance A beat B?,28m,19m,14m,34m,28m,3
549,"In a 100 m race, A can give B 10 m and C 28 m. In the same race B can give C :",20m,15m,24m,30m,20m,3
550,"In a 500 m race, the ratio of the speeds of two contestants A and B is 3 : 4. A has a start of 140 m. Then, A wins by:",20m,14m,35m,30m,20m,3
551,A can run a kilometer race in 4 1/2 min while B can run same race in 5 min. How many meters start can A give B in a kilometer race; so that the race mat end in a dead heat?,150,125,130,100,100,3
552,In a race of 1000 m; A can beat by 100 m; in a race of 800m; B can beat C by 100m. By how many meters will A beat C in a race of 600 m?,57.5 m,B. 127.5 m,C. 150.7 m,D. 98.6 m,B. 127.5 m,3
553,In a game of billiards; A can give B 20 points in 60 and he can give C 30 points in 60. How many points can B give C in a game of 100?,50,40,25,15,25,3
554,LCM of 18 and 27 is:,85,89,54,91,54,3
555,LCM of 87 and 145 is:,1305,435,875,48,453,3
556,Solve the equation for x : 6x - 27 + 3x = 4 + 9 - x,4,5,6,-4,4,3
557,Solve the equation for x : 19(x + y) + 17 = 19(-x + y) - 21,-1,-2,-3,-4,-1,3
558,The cost of 2 chairs and 3 tables is Rs.1300. The cost of 3 chairs and 2 tables is Rs.1200. The cost of each table is more than that of each chair by?,Rs 70,Rs 75,Rs 50,Rs 100,Rs 100,3
559,Find the one which does not belong to that group ?,3,4,5,9,4,3
560,Find the one which does not belong to that group ?,27,37,47,67,27,3
561,Find the one which does not belong to that group ?,16,28,36,64,36,3
562,Find the one which does not belong to that group ?,41,43,53,57,57,3
563,Find the one which does not belong to that group ?,36,49,64,81,49,3
564,Find the one which does not belong to that group ?,A. 525,39,24,426,426,3
565,Find the one which does not belong to that group ?,. 104,110,108,112,110,3
566,Find the one which does not belong to that group ?,A,R,E,I,R,3
567,What percent of 120 are 90?,25%,50%,75%,33%,75%,3
568,After decreasing 24% in the price of an article costs Rs 912. Find the actual cost of an article?,1400,1300,1200,1000,1200,3
569,How much 60% of 50 is greater than 40% of 30?,18,15,13,20,18,3
570,The sum of three consecutive integers is 102. Find the lowest of the three?,40,53,29,33,33,3
571,The sum of the two digits of a number is 10. If the number is subtracted from the number obtained by reversing its digits; the result is 54. Find the number?,34,28,12,17,28,3
572,The sum of the present ages of two persons A and B is 60. If the age of A is twice that of B; find the sum of their ages 5 years hence?,50,60,70,80,70,3
573,Express a speed of 36 kmph in meters per second?,10 mps,12 mps,14 mps,17 mps,10 mps,3
574,Express 25 mps in kmph?,15 kmph,99 kmph,90 kmph,none,90 kmph,3
575,In what time will a railway train 60 m long moving at the rate of 36 kmph pass a telegraph post on its way?,9 sec,8 sec,7 sec,6 sec,6 sec,3
576,Which one of the following is not a prime number?,31,61,71,91,91,3
577,"In the first 10 overs of a cricket game, the run rate was only 3.2. What should be the run rate in the remaining 40 overs to reach the target of 282 runs?",6.25,8.3,5.34,7,6.25,3
578,"A grocer has a sale of Rs. 6435, Rs. 6927, Rs. 6855, Rs. 7230 and Rs. 6562 for 5 consecutive months. How much sale must he have in the sixth month so that he gets an average sale of Rs. 6500?",Rs. 4991,Rs. 6001,Rs. 6991,Rs. 5991,Rs. 4991,3
579,"The average of 20 numbers is zero. Of them, at the most, how many may be greater than zero?",18,19,23,1,19,3
580,The average weight of 8 person's increases by 2.5 kg when a new person comes in place of one of them weighing 65 kg. What might be the weight of the new person?,85 kg,Data inadequate,None of these,76.5 kg,85 kg,3
581,"The captain of a cricket team of 11 members is 26 years old and the wicket keeper is 3 years older. If the ages of these two are excluded, the average age of the remaining players is one year less than the average age of the whole team. What is the average age of the team?",15 years,23 years,22 years,None of these,23 years,3
582,The average monthly income of P and Q is Rs. 5050. The average monthly income of Q and R is Rs. 6250 and the average monthly income of P and R is Rs. 5200. The monthly income of P is:,2000,4000,1500,3000,4000,3
583,"The average age of husband, wife and their child 3 years ago was 27 years and that of wife and the child 5 years ago was 20 years. The present age of the husband is:",40 years,35 years,20 years,50 years,40 years,3
584,"A car owner buys petrol at Rs.7.50, Rs. 8 and Rs. 8.50 per litre for three successive years. What approximately is the average cost per litre of petrol if he spends Rs. 4000 each year?",Rs 10,Rs 7.98,Rs 8.90,Rs 3,Rs 7.98,3
585,"In Arun's opinion, his weight is greater than 65 kg but less than 72 kg. His brother doest not agree with Arun and he thinks that Arun's weight is greater than 60 kg but less than 70 kg. His mother's view is that his weight cannot be greater than 68 kg. If all are them are correct in their estimation, what is the average of different probable weights of Arun?",67 Kg,78 Kg,90 Kg,87 Kg,67 kg,3
586,"The average weight of A, B and C is 45 kg. If the average weight of A and B be 40 kg and that of B and C be 43 kg, then the weight of B is:",30kg,89kg,31kg,67kg,31kg,3
587,The average weight of 16 boys in a class is 50.25 kg and that of the remaining 8 boys is 45.15 kg. Find the average weights of all the boys in the class.,41 kg,79 kg,68.59 kg,48.55 kg,48.55 kg,3
588,A library has an average of 510 visitors on Sundays and 240 on other days. The average number of visitors per day in a month of 30 days beginning with a Sunday is:,285,100,278,300,285,3
589,"If the average marks of three batches of 55, 60 and 45 students respectively is 50, 55, 60, then the average marks of all the students is:",51,54.68,50.68,53.69,54.68,3
590,A pupil's marks were wrongly entered as 83 instead of 63. Due to that the average marks for the class got increased by half (1/2). The number of pupils in the class is:,12,67,40,5,40,3
591,"Tea worth Rs. 126 per kg and Rs. 135 per kg are mixed with a third variety in the ratio 1 : 1 : 2. If the mixture is worth Rs. 153 per kg, the price of the third variety per kg will be:",Rs. 179,Rs. 180,Rs. 175.50,Rs. 200,Rs. 175.50,3
592,"A can contains a mixture of two liquids A and B is the ratio 7 : 5. When 9 litres of mixture are drawn off and the can is filled with B, the ratio of A and B becomes 7 : 9. How many litres of liquid A was contained by the can initially?",21,10,50,20,21,3
593,A milk vendor has 2 cans of milk. The first contains 25% water and the rest milk. The second contains 50% water. How much milk should he mix from each of the containers so as to get 12 litres of milk such that the ratio of water to milk is 3 : 5?,"4 litres, 8 litres","	6 litres, 6 litres","4 litres, 10 litres","8 litres, 7 litres","	6 litres, 6 litres",3
594,In what ratio must a grocer mix two varieties of pulses costing Rs. 15 and Rs. 20 per kg respectively so as to get a mixture worth Rs. 16.50 kg?,3 : 7,3 : 9,8 : 7,7 : 3,7 : 3,3
595,A dishonest milkman professes to sell his milk at cost price but he mixes it with water and thereby gains 25%. The percentage of water in the mixture is:,20 %,10%,79%,69%,20%,3
